4.864028673,3.24605427
4.701266408,3.238210766
4.777559018,3.077469904
4.534335298,2.967626102
4.502679673,2.838665903
4.975010144,3.46352359
5.285081791,3.483429279
5.276517807,3.468124488
5.427064906,3.21554095
5.196474487,3.399294105
4.86678832,3.541517527
4.737045285,3.444408151
4.603897427,3.451392157
4.239514895,3.357377829
4.188654324,3.341976699
4.262078273,2.960637357
4.246079011,2.802209978
5.388691359,5.15314066
5.153941195,5.149688815
4.925501798,5.211070591
4.92555539,5.130653468
4.980271038,5.105016767
4.929753232,4.38124988
5.707415879,5.415093343
5.776934089,5.330480747
5.755010477,5.32663869
5.764811046,5.274338834
5.932277128,4.472956149
5.848998997,4.067755101
5.76875059,4.115860885
5.652999656,4.102318738
6.048133944,4.266885299
5.932917397,4.272181256
5.465572169,3.756137787
5.239625702,3.224463157
5.045525804,3.153813583
5.653850894,3.895458245
5.863681331,3.91943142
6.186899093,4.005457949
6.240953631,3.912230588
5.990804233,3.759140289
7.13609212,5.638263254
7.932975192,6.111266263
7.997170039,6.021755558
8.84476168,6.293605657
8.751996789,6.081656714
9.018077883,5.879631971
9.038797555,5.862378176
9.008837933,6.021960204
8.670313755,5.840141019
8.614979264,5.801864622
8.452116285,5.291932637
8.084530735,5.283515057
7.910844181,5.219327475
7.505375682,4.725400665
7.37250442,4.698285214
7.978798852,5.523230538
7.738103696,5.444365965
7.93383818,5.328932809
8.677490349,5.710007487
9.06447015,5.636029351
8.923163488,5.555125934
8.833680425,5.494238552
8.688618271,5.506510568
8.759872564,5.047308566
8.701077651,4.869801777
8.428123143,4.976251186
8.479415432,5.003225402
8.246468553,5.041645057
9.011191208,5.513733333
9.511506466,5.649074173
9.68407002,5.219745786
9.202386508,5.294939222
9.689359862,5.162866339
9.150869401,5.320221278
8.955117015,5.338006441
8.916971832,5.08389738
9.359072767,5.302678047
9.203618881,5.222774027
8.999485482,5.047920917
9.396119403,4.999247653
9.419299697,5.002475845
9.178031301,4.782926091
9.219092516,4.649821457
9.340827399,4.372708421
9.347313431,4.282054705
9.119958899,4.083023159
9.595970038,4.394648909
9.51613574,4.384428709
9.980935445,4.366323618
9.887554059,4.299689934
11.27700567,5.970255898
12.0994156,6.316379876
